id2,periodical,id1,TYPE
3001,中国农业科学,20001,include
3002,畜牧兽医学报,20002,include
3003,动物营养学报,20003,include
3004,北方牧业,20004,include
3003,动物营养学报,20005,include
3003,动物营养学报,20006,include
3003,动物营养学报,20007,include
3003,动物营养学报,20008,include
3003,动物营养学报,20009,include
3003,动物营养学报,20010,include
3003,动物营养学报,20011,include
3005,饲料研究,20012,include
3006,中国兽医杂志,20013,include
3005,饲料研究,20014,include
3007,第十一届全国家畜环境科学讨论会论文集,20015,include
3003,动物营养学报,20016,include
3003,动物营养学报,20017,include
3006,中国兽医杂志,20018,include
3003,动物营养学报,20019,include
3008,中国饲料,20020,include
3009,饲料博览,20021,include
3010,中国动物保健,20022,include
3003,动物营养学报,20023,include
3003,动物营养学报,20024,include
3003,动物营养学报,20025,include
3011,现代化畜牧生产环境与环境管理（五）——第八届全国家畜环境科学讨论会论文集,20026,include
3011,现代化畜牧生产环境与环境管理（五）——第八届全国家畜环境科学讨论会论文集,20027,include
3009,饲料博览,20028,include
3001,中国农业科学,20029,include
3002,畜牧兽医学报,20030,include
3002,畜牧兽医学报,20031,include
3002,畜牧兽医学报,20032,include
3012,中国家禽,20033,include
3012,中国家禽,20034,include
3002,畜牧兽医学报,20035,include
3002,畜牧兽医学报,20036,include
3012,中国家禽,20037,include
3013,中国畜牧业,20038,include
3012,中国家禽,20039,include
3014,中国畜牧兽医,20040,include
3015,中国禽业导刊,20041,include
3015,中国禽业导刊,20042,include
3016,中国农业科学院北京畜牧兽医研究所;北京康普森生物技术有限公司;佛山市高明区新广农牧有限公司,20043,include
3002,畜牧兽医学报,20044,include
3014,中国畜牧兽医,20045,include
3017,兽医导刊,20046,include
3002,畜牧兽医学报,20047,include
3014,中国畜牧兽医,20048,include
3018,饲料与畜牧,20049,include
3012,中国家禽,20050,include
3019,中国畜牧兽医学会2018年学术年会禽病学分会第十九次学术研讨会论文集,20051,include
3020,第六届（2018）中国黄羽肉鸡行业发展大会论文集,20052,include
3012,中国家禽,20053,include
3021,第五届（2018）全球肉鸡产业研讨会暨第六届中国白羽肉鸡产业发展大会论文集,20054,include
3014,中国畜牧兽医,20055,include
3014,中国畜牧兽医,20056,include
3004,北方牧业,20057,include
3012,中国家禽,20058,include
3015,中国禽业导刊,20059,include
3022,浙江农业学报,20060,include
3002,畜牧兽医学报,20061,include
3023,广西金陵农牧集团有限公司,20062,include
3002,畜牧兽医学报,20063,include
3001,中国农业科学,20064,include
3002,畜牧兽医学报,20065,include
3014,中国畜牧兽医,20066,include
3002,畜牧兽医学报,20067,include
3017,兽医导刊,20068,include
3004,北方牧业,20069,include
3002,畜牧兽医学报,20070,include
3024,中国畜牧杂志,20071,include
3002,畜牧兽医学报,20072,include
3025,安徽农业大学学报,20073,include
3026,第四届（2014）中国黄羽肉鸡行业发展大会会刊,20074,include
3014,中国畜牧兽医,20075,include
3004,北方牧业,20076,include
3001,中国农业科学,20077,include
3003,动物营养学报,20078,include
3027,今日畜牧兽医,20079,include
3004,北方牧业,20080,include
3012,中国家禽,20081,include
3002,畜牧兽医学报,20082,include
3028,第四届（2014）中国白羽肉鸡产业发展大会暨第三届全球肉鸡产业研讨会会刊,20083,include
3012,中国家禽,20084,include
3012,中国家禽,20085,include
3002,畜牧兽医学报,20086,include
3012,中国家禽,20087,include
3003,动物营养学报,20088,include
3024,中国畜牧杂志,20089,include
3004,北方牧业,20090,include
3003,动物营养学报,20091,include
3029,中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,20092,include
3029,中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,20093,include
3012,中国家禽,20094,include
3002,畜牧兽医学报,20095,include
3002,畜牧兽医学报,20096,include
3002,畜牧兽医学报,20097,include
3030,中国畜牧兽医学会动物营养学分会第十一次全国动物营养学术研讨会论文集,20098,include
3031,第三届（2012）中国黄羽肉鸡行业发展大会会刊,20099,include
3031,第三届（2012）中国黄羽肉鸡行业发展大会会刊,20100,include
3001,中国农业科学,20101,include
3024,中国畜牧杂志,20102,include
3012,中国家禽,20103,include
3024,中国畜牧杂志,20104,include
3012,中国家禽,20105,include
3032,生物信息学,20106,include
3033,生物技术通讯,20107,include
3002,畜牧兽医学报,20108,include
3034,安全优质的家禽生产——第十五次全国家禽学术讨论会论文集,20109,include
3035,四川农业大学学报,20110,include
3036,中国农业科学院北京畜牧兽医研究所;华中农业大学;北京百年栗园生态农业有限公司;山东农业大学;广西参皇养殖集团有限公司;北京市畜牧总站;湖北欣华生态畜禽开发有限公司,20111,include
3012,中国家禽,20112,include
3024,中国畜牧杂志,20113,include
3003,动物营养学报,20114,include
3037,第十二次全国畜禽遗传标记研讨会论文集,20115,include
3038,第二届中国黄羽肉鸡行业发展大会会刊,20116,include
3039,第六次全国饲料营养学术研讨会论文集,20117,include
3040,中国农学通报,20118,include
3025,安徽农业大学学报,20119,include
3041,全球肉鸡产业论坛暨第二届中国白羽肉鸡产业发展大会会刊,20120,include
3002,畜牧兽医学报,20121,include
3042,中国动物遗传育种研究进展——第十五次全国动物遗传育种学术讨论会论文集,20122,include
3042,中国动物遗传育种研究进展——第十五次全国动物遗传育种学术讨论会论文集,20123,include
3004,北方牧业,20124,include
3003,动物营养学报,20125,include
3014,中国畜牧兽医,20126,include
3002,畜牧兽医学报,20127,include
3025,安徽农业大学学报,20128,include
3043,中国家禽科学研究进展——第十四次全国家禽科学学术讨论会论文集,20129,include
3014,中国畜牧兽医,20130,include
3002,畜牧兽医学报,20131,include
3014,中国畜牧兽医,20132,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20133,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20134,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20135,include
3002,畜牧兽医学报,20136,include
3002,畜牧兽医学报,20137,include
3012,中国家禽,20138,include
3002,畜牧兽医学报,20139,include
3002,畜牧兽医学报,20140,include
3015,中国禽业导刊,20141,include
3012,中国家禽,20142,include
3045,家禽营养与饲料科技进展——第二届全国家禽营养与饲料科技研讨会论文集,20143,include
3002,畜牧兽医学报,20144,include
3002,畜牧兽医学报,20145,include
3012,中国家禽,20146,include
3046,福建农业学报,20147,include
3008,中国饲料,20148,include
3002,畜牧兽医学报,20149,include
3047,食品科学,20150,include
3048,遗传,20151,include
3012,中国家禽,20152,include
3025,安徽农业大学学报,20153,include
3012,中国家禽,20154,include
3002,畜牧兽医学报,20155,include
3002,畜牧兽医学报,20156,include
3014,中国畜牧兽医,20157,include
3049,黑龙江畜牧兽医,20158,include
3002,畜牧兽医学报,20159,include
3014,中国畜牧兽医,20160,include
3050,动物营养研究进展论文集,20161,include
3051,全国首届动物生物技术学术研讨会论文集,20162,include
3012,中国家禽,20163,include
3003,动物营养学报,20164,include
3002,畜牧兽医学报,20165,include
3003,动物营养学报,20166,include
3015,中国禽业导刊,20167,include
3052,广东省农业科学院畜牧研究所;中国农业科学院饲料研究所;中国农业大学动物科技学院;中国农业科学院畜牧研究所;湖南省农业大学畜牧水产系,20168,include
3053,饲料营养研究进展——中国畜牧兽医学会动物营养学分会第四届全国饲料营养学术研讨会论文集,20169,include
3002,畜牧兽医学报,20170,include
3012,中国家禽,20171,include
3054,中国农业大学学报,20172,include
3055,农业机械学报,20173,include
3056,国家市场监督管理总局;国家标准化管理委员会,20174,include
3056,国家市场监督管理总局;国家标准化管理委员会,20175,include
3057,农业工程学报,20176,include
3058,华南农业大学学报,20177,include
3057,农业工程学报,20178,include
3057,农业工程学报,20179,include
3059,家畜生态学报,20180,include
3057,农业工程学报,20181,include
3057,农业工程学报,20182,include
3060,中国农业大学;广州广兴牧业设备集团有限公司;山东民和牧业股份有限公司;北京德青源农业科技股份有限公司;青岛大牧人机械股份有限公司;河北农业大学,20183,include
3057,农业工程学报,20184,include
3061,湖北益通建设股份有限公司;湖北益通建设股份有限公司,20185,include
3062,第八届全国畜牧兽医青年科技工作者学术研讨会论文集,20186,include
3062,第八届全国畜牧兽医青年科技工作者学术研讨会论文集,20187,include
3012,中国家禽,20188,include
3057,农业工程学报,20189,include
3063,中国中医骨伤科杂志,20190,include
3057,农业工程学报,20191,include
3064,中国畜牧兽医学会2009学术年会论文集（下册）,20192,include
3065,纪念中国农业工程学会成立30周年暨中国农业工程学会2009年学术年会（CSAE 2009）论文集,20193,include
3065,纪念中国农业工程学会成立30周年暨中国农业工程学会2009年学术年会（CSAE 2009）论文集,20194,include
3012,中国家禽,20195,include
3054,中国农业大学学报,20196,include
3066,2007年中国农业工程学会学术年会论文摘要集,20197,include
3024,中国畜牧杂志,20198,include
3003,动物营养学报,20199,include
3003,动物营养学报,20200,include
3067,江苏通信,20201,include
3003,动物营养学报,20202,include
3068,粮食与饲料工业,20203,include
3003,动物营养学报,20204,include
3004,北方牧业,20205,include
3003,动物营养学报,20206,include
3003,动物营养学报,20207,include
3003,动物营养学报,20208,include
3003,动物营养学报,20209,include
3003,动物营养学报,20210,include
3069,山东滨州博海科技研发中心,20211,include
3014,中国畜牧兽医,20212,include
3070,中国兽医学报,20213,include
3070,中国兽医学报,20214,include
3071,中国畜牧兽医学会动物解剖学及组织胚胎学分会第十五次学术研讨会论文集,20215,include
3071,中国畜牧兽医学会动物解剖学及组织胚胎学分会第十五次学术研讨会论文集,20216,include
3072,河南农业大学,20217,include
3070,中国兽医学报,20218,include
3073,河南农业科学,20219,include
3074,西北农林科技大学学报(自然科学版),20220,include
3059,家畜生态学报,20221,include
3075,中国畜牧兽医学会动物解剖学及组织胚胎学分会第十四次学术研讨会论文集,20222,include
3075,中国畜牧兽医学会动物解剖学及组织胚胎学分会第十四次学术研讨会论文集,20223,include
3076,养禽与禽病防治,20224,include
3076,养禽与禽病防治,20225,include
3077,畜牧兽医杂志,20226,include
3078,河南畜牧兽医,20227,include
3024,中国畜牧杂志,20228,include
3059,家畜生态学报,20229,include
3079,饲料工业,20230,include
3012,中国家禽,20231,include
3080,湖南农业,20232,include
3080,湖南农业,20233,include
3081,湖南畜牧兽医,20234,include
3009,饲料博览,20235,include
3009,饲料博览,20236,include
3059,家畜生态学报,20237,include
3059,家畜生态学报,20238,include
3059,家畜生态学报,20239,include
3008,中国饲料,20240,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20241,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20242,include
3059,家畜生态学报,20243,include
3003,动物营养学报,20244,include
3079,饲料工业,20245,include
3024,中国畜牧杂志,20246,include
3003,动物营养学报,20247,include
3082,湖南农业大学学报(自然科学版),20248,include
3083,湖南饲料,20249,include
3081,湖南畜牧兽医,20250,include
3084,良好农业规范与畜牧业健康发展——中国畜牧兽医学会家畜生态学分会第六届理事会暨学术研讨会论文集,20251,include
3018,饲料与畜牧,20252,include
3005,饲料研究,20253,include
3083,湖南饲料,20254,include
3081,湖南畜牧兽医,20255,include
3085,广东饲料,20256,include
3079,饲料工业,20257,include
3018,饲料与畜牧,20258,include
3030,中国畜牧兽医学会动物营养学分会第十一次全国动物营养学术研讨会论文集,20259,include
3039,第六次全国饲料营养学术研讨会论文集,20260,include
3059,家畜生态学报,20261,include
3018,饲料与畜牧,20262,include
3059,家畜生态学报,20263,include
3008,中国饲料,20264,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20265,include
3059,家畜生态学报,20266,include
3008,中国饲料,20267,include
3003,动物营养学报,20268,include
3079,饲料工业,20269,include
3024,中国畜牧杂志,20270,include
3003,动物营养学报,20271,include
3008,中国饲料,20272,include
3086,动物营养与饲料研究——第五届全国饲料营养学术研讨会论文集,20273,include
3079,饲料工业,20274,include
3087,饲料世界,20275,include
3088,江西饲料,20276,include
3089,养殖技术顾问,20277,include
3090,中国畜牧兽医文摘,20278,include
3085,广东饲料,20279,include
3091,家禽科学,20280,include
3083,湖南饲料,20281,include
3078,河南畜牧兽医,20282,include
3079,饲料工业,20283,include
3082,湖南农业大学学报(自然科学版),20284,include
3008,中国饲料,20285,include
3002,畜牧兽医学报,20286,include
3079,饲料工业,20287,include
3079,饲料工业,20288,include
3003,动物营养学报,20289,include
3024,中国畜牧杂志,20290,include
3024,中国畜牧杂志,20291,include
3024,中国畜牧杂志,20292,include
3015,中国禽业导刊,20293,include
3002,畜牧兽医学报,20294,include
3005,饲料研究,20295,include
3092,山西农业大学学报(自然科学版),20296,include
3024,中国畜牧杂志,20297,include
3003,动物营养学报,20298,include
3003,动物营养学报,20299,include
3003,动物营养学报,20300,include
3005,饲料研究,20301,include
3093,2016北京论坛·中国畜牧饲料科技未来20年论文集,20302,include
3094,第七届中国饲料营养学术研讨会论文集,20303,include
3003,动物营养学报,20304,include
3003,动物营养学报,20305,include
3095,第三届（2012）中国白羽肉鸡产业发展大会暨第二届全球肉鸡产业论坛会刊,20306,include
3096,中国畜牧兽医学会2011年学术年会论文集,20307,include
3054,中国农业大学学报,20308,include
3097,甘肃农业大学学报,20309,include
3012,中国家禽,20310,include
3012,中国家禽,20311,include
3003,动物营养学报,20312,include
3008,中国饲料,20313,include
3054,中国农业大学学报,20314,include
3003,动物营养学报,20315,include
3039,第六次全国饲料营养学术研讨会论文集,20316,include
3039,第六次全国饲料营养学术研讨会论文集,20317,include
3039,第六次全国饲料营养学术研讨会论文集,20318,include
3039,第六次全国饲料营养学术研讨会论文集,20319,include
3024,中国畜牧杂志,20320,include
3005,饲料研究,20321,include
3003,动物营养学报,20322,include
3054,中国农业大学学报,20323,include
3012,中国家禽,20324,include
3054,中国农业大学学报,20325,include
3064,中国畜牧兽医学会2009学术年会论文集（下册）,20326,include
3064,中国畜牧兽医学会2009学术年会论文集（下册）,20327,include
3008,中国饲料,20328,include
3024,中国畜牧杂志,20329,include
3014,中国畜牧兽医,20330,include
3079,饲料工业,20331,include
3005,饲料研究,20332,include
3090,中国畜牧兽医文摘,20333,include
3098,中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会,20334,include
3059,家畜生态学报,20335,include
3005,饲料研究,20336,include
3099,上海畜牧兽医通讯,20337,include
3054,中国农业大学学报,20338,include
3002,畜牧兽医学报,20339,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20340,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20341,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20342,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20343,include
3044,中国畜牧兽医学会动物营养学分会第十次学术研讨会论文集,20344,include
3002,畜牧兽医学报,20345,include
3074,西北农林科技大学学报(自然科学版),20346,include
3003,动物营养学报,20347,include
3074,西北农林科技大学学报(自然科学版),20348,include
3100,中国畜牧兽医学会家畜生态学分会第七届全国代表大会暨学术研讨会论文集,20349,include
3003,动物营养学报,20350,include
3014,中国畜牧兽医,20351,include
3012,中国家禽,20352,include
3101,安徽农业科学,20353,include
3024,中国畜牧杂志,20354,include
3045,家禽营养与饲料科技进展——第二届全国家禽营养与饲料科技研讨会论文集,20355,include
3045,家禽营养与饲料科技进展——第二届全国家禽营养与饲料科技研讨会论文集,20356,include
3045,家禽营养与饲料科技进展——第二届全国家禽营养与饲料科技研讨会论文集,20357,include
3045,家禽营养与饲料科技进展——第二届全国家禽营养与饲料科技研讨会论文集,20358,include
3003,动物营养学报,20359,include
3079,饲料工业,20360,include
3008,中国饲料,20361,include
3003,动物营养学报,20362,include
3054,中国农业大学学报,20363,include
3024,中国畜牧杂志,20364,include
3005,饲料研究,20365,include
3054,中国农业大学学报,20366,include
3024,中国畜牧杂志,20367,include
3024,中国畜牧杂志,20368,include
3102,饲料营养研究进展——第五届全国饲料营养学术研讨会论文集,20369,include
3086,动物营养与饲料研究——第五届全国饲料营养学术研讨会论文集,20370,include
3086,动物营养与饲料研究——第五届全国饲料营养学术研讨会论文集,20371,include
3086,动物营养与饲料研究——第五届全国饲料营养学术研讨会论文集,20372,include
3008,中国饲料,20373,include
3054,中国农业大学学报,20374,include
3103,畜牧与兽医,20375,include
3079,饲料工业,20376,include
3002,畜牧兽医学报,20377,include
3024,中国畜牧杂志,20378,include
3104,中国农业大学动物科技学院,20379,include
3012,中国家禽,20380,include
3105,中国畜牧兽医学会动物营养学分会——第九届学术研讨会论文集,20381,include
3098,中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会,20382,include
3024,中国畜牧杂志,20383,include
3012,中国家禽,20384,include
3024,中国畜牧杂志,20385,include
3024,中国畜牧杂志,20386,include
3068,粮食与饲料工业,20387,include
3005,饲料研究,20388,include
3002,畜牧兽医学报,20389,include
3003,动物营养学报,20390,include
3054,中国农业大学学报,20391,include
3024,中国畜牧杂志,20392,include
3054,中国农业大学学报,20393,include
3106,河北畜牧兽医,20394,include
3005,饲料研究,20395,include
3024,中国畜牧杂志,20396,include
3024,中国畜牧杂志,20397,include
3107,第四届全国饲料营养学术研讨会论文集,20398,include
3107,第四届全国饲料营养学术研讨会论文集,20399,include
3002,畜牧兽医学报,20400,include
3008,中国饲料,20401,include
3003,动物营养学报,20402,include
3002,畜牧兽医学报,20403,include
3010,中国动物保健,20404,include
3024,中国畜牧杂志,20405,include
3054,中国农业大学学报,20406,include
3008,中国饲料,20407,include
3003,动物营养学报,20408,include
3002,畜牧兽医学报,20409,include
3002,畜牧兽医学报,20410,include
3012,中国家禽,20411,include
3002,畜牧兽医学报,20412,include
3002,畜牧兽医学报,20413,include
3014,中国畜牧兽医,20414,include
3016,中国农业科学院北京畜牧兽医研究所;北京康普森生物技术有限公司;佛山市高明区新广农牧有限公司,20415,include
3014,中国畜牧兽医,20416,include
3002,畜牧兽医学报,20417,include
3002,畜牧兽医学报,20418,include
3014,中国畜牧兽医,20419,include
3108,广西金陵农牧集团有限公司;中国农业科学院北京畜牧兽医研究所;广西壮族自治区畜牧研究所,20420,include
3019,中国畜牧兽医学会2018年学术年会禽病学分会第十九次学术研讨会论文集,20421,include
3012,中国家禽,20422,include
3014,中国畜牧兽医,20423,include
3109,东北农业大学;中国农业大学;华南农业大学;中国农业科学院北京畜牧兽医研究所;北京市华都峪口禽业有限责任公司;山东龙盛农牧集团有限公司,20424,include
3014,中国畜牧兽医,20425,include
3022,浙江农业学报,20426,include
3002,畜牧兽医学报,20427,include
3023,广西金陵农牧集团有限公司,20428,include
3002,畜牧兽医学报,20429,include
3001,中国农业科学,20430,include
3002,畜牧兽医学报,20431,include
3014,中国畜牧兽医,20432,include
3002,畜牧兽医学报,20433,include
3002,畜牧兽医学报,20434,include
3024,中国畜牧杂志,20435,include
3101,安徽农业科学,20436,include
3002,畜牧兽医学报,20437,include
3025,安徽农业大学学报,20438,include
3001,中国农业科学,20439,include
3003,动物营养学报,20440,include
3002,畜牧兽医学报,20441,include
3028,第四届（2014）中国白羽肉鸡产业发展大会暨第三届全球肉鸡产业研讨会会刊,20442,include
3012,中国家禽,20443,include
3002,畜牧兽医学报,20444,include
3024,中国畜牧杂志,20445,include
3003,动物营养学报,20446,include
3029,中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,20447,include
3029,中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,20448,include
3012,中国家禽,20449,include
3002,畜牧兽医学报,20450,include
3002,畜牧兽医学报,20451,include
3030,中国畜牧兽医学会动物营养学分会第十一次全国动物营养学术研讨会论文集,20452,include
3031,第三届（2012）中国黄羽肉鸡行业发展大会会刊,20453,include
3031,第三届（2012）中国黄羽肉鸡行业发展大会会刊,20454,include
3001,中国农业科学,20455,include
3024,中国畜牧杂志,20456,include
3012,中国家禽,20457,include
3012,中国家禽,20458,include
3032,生物信息学,20459,include
3033,生物技术通讯,20460,include
3002,畜牧兽医学报,20461,include
3034,安全优质的家禽生产——第十五次全国家禽学术讨论会论文集,20462,include
3035,四川农业大学学报,20463,include
3036,中国农业科学院北京畜牧兽医研究所;华中农业大学;北京百年栗园生态农业有限公司;山东农业大学;广西参皇养殖集团有限公司;北京市畜牧总站;湖北欣华生态畜禽开发有限公司,20464,include
3012,中国家禽,20465,include
3003,动物营养学报,20466,include
3037,第十二次全国畜禽遗传标记研讨会论文集,20467,include
3038,第二届中国黄羽肉鸡行业发展大会会刊,20468,include
3039,第六次全国饲料营养学术研讨会论文集,20469,include
3040,中国农学通报,20470,include
3025,安徽农业大学学报,20471,include
3041,全球肉鸡产业论坛暨第二届中国白羽肉鸡产业发展大会会刊,20472,include
3024,中国畜牧杂志,20473,include
3014,中国畜牧兽医,20474,include
3024,中国畜牧杂志,20475,include
3001,中国农业科学,20476,include
3024,中国畜牧杂志,20477,include
3014,中国畜牧兽医,20478,include
3003,动物营养学报,20479,include
3024,中国畜牧杂志,20480,include
3008,中国饲料,20481,include
3014,中国畜牧兽医,20482,include
3012,中国家禽,20483,include
3002,畜牧兽医学报,20484,include
3003,动物营养学报,20485,include
3001,中国农业科学,20486,include
3001,中国农业科学,20487,include
3001,中国农业科学,20488,include
3001,中国农业科学,20489,include
3003,动物营养学报,20490,include
3110,西昌学院学报(自然科学版),20491,include
3003,动物营养学报,20492,include
3003,动物营养学报,20493,include
3003,动物营养学报,20494,include
3003,动物营养学报,20495,include
3003,动物营养学报,20496,include
3024,中国畜牧杂志,20497,include
3003,动物营养学报,20498,include
3003,动物营养学报,20499,include
3024,中国畜牧杂志,20500,include
3002,畜牧兽医学报,20501,include
3003,动物营养学报,20502,include
3024,中国畜牧杂志,20503,include
3024,中国畜牧杂志,20504,include
3024,中国畜牧杂志,20505,include
3001,中国农业科学,20506,include
3024,中国畜牧杂志,20507,include
3014,中国畜牧兽医,20508,include
3029,中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,20509,include
3024,中国畜牧杂志,20510,include
3003,动物营养学报,20511,include
3014,中国畜牧兽医,20512,include
3014,中国畜牧兽医,20513,include
3014,中国畜牧兽医,20514,include
3034,安全优质的家禽生产——第十五次全国家禽学术讨论会论文集,20515,include
3034,安全优质的家禽生产——第十五次全国家禽学术讨论会论文集,20516,include
3014,中国畜牧兽医,20517,include
3001,中国农业科学,20518,include
3014,中国畜牧兽医,20519,include
3012,中国家禽,20520,include
3039,第六次全国饲料营养学术研讨会论文集,20521,include
3039,第六次全国饲料营养学术研讨会论文集,20522,include
3039,第六次全国饲料营养学术研讨会论文集,20523,include
3039,第六次全国饲料营养学术研讨会论文集,20524,include
3039,第六次全国饲料营养学术研讨会论文集,20525,include
3014,中国畜牧兽医,20526,include
3024,中国畜牧杂志,20527,include
3024,中国畜牧杂志,20528,include
3024,中国畜牧杂志,20529,include
3043,中国家禽科学研究进展——第十四次全国家禽科学学术讨论会论文集,20530,include
3111,营养学报,20531,include
3111,营养学报,20532,include
3112,中国畜牧兽医学会2008年学术年会暨第六届全国畜牧兽医青年科技工作者学术研讨会论文集,20533,include
3112,中国畜牧兽医学会2008年学术年会暨第六届全国畜牧兽医青年科技工作者学术研讨会论文集,20534,include
3111,营养学报,20535,include
3111,营养学报,20536,include
3001,中国农业科学,20537,include
3002,畜牧兽医学报,20538,include
3024,中国畜牧杂志,20539,include
3113,中国生物化学与分子生物学报,20540,include
3012,中国家禽,20541,include
3111,营养学报,20542,include
3001,中国农业科学,20543,include
3001,中国农业科学,20544,include
3002,畜牧兽医学报,20545,include
3114,中国家禽业——机遇与挑战——第十三次全国家禽学术讨论会论文集,20546,include
3114,中国家禽业——机遇与挑战——第十三次全国家禽学术讨论会论文集,20547,include
3114,中国家禽业——机遇与挑战——第十三次全国家禽学术讨论会论文集,20548,include
3114,中国家禽业——机遇与挑战——第十三次全国家禽学术讨论会论文集,20549,include
3079,饲料工业,20550,include
3001,中国农业科学,20551,include
3024,中国畜牧杂志,20552,include
3018,饲料与畜牧,20553,include
3102,饲料营养研究进展——第五届全国饲料营养学术研讨会论文集,20554,include
3102,饲料营养研究进展——第五届全国饲料营养学术研讨会论文集,20555,include
3024,中国畜牧杂志,20556,include
3002,畜牧兽医学报,20557,include
3001,中国农业科学,20558,include
3115,中国农业大学,20559,include
3003,动物营养学报,20560,include
3116,畜禽业,20561,include
3117,沈阳农业大学学报,20562,include
3009,饲料博览,20563,include
3118,青海畜牧兽医杂志,20564,include
3119,中国沼气,20565,include
3012,中国家禽,20566,include
3012,中国家禽,20567,include
3057,农业工程学报,20568,include
3057,农业工程学报,20569,include
3120,世界动物福利科学大会论文集,20570,include
3120,世界动物福利科学大会论文集,20571,include
3012,中国家禽,20572,include
3057,农业工程学报,20573,include
3057,农业工程学报,20574,include
3057,农业工程学报,20575,include
3057,农业工程学报,20576,include
3060,中国农业大学;广州广兴牧业设备集团有限公司;山东民和牧业股份有限公司;北京德青源农业科技股份有限公司;青岛大牧人机械股份有限公司;河北农业大学,20577,include
3057,农业工程学报,20578,include
3012,中国家禽,20579,include
3015,中国禽业导刊,20580,include
3012,中国家禽,20581,include
3121,中国农业大学;广州广兴牧业设备集团有限公司;山东民和牧业股份有限公司;中国农业科学院农业环境与可持续发展研究所;青岛大牧人机械股份有限公司;北京德清源农业科技股份有限公司,20582,include
3012,中国家禽,20583,include
3122,生态环境与畜牧业可持续发展学术研讨会暨中国畜牧兽医学会2012年学术年会和第七届全国畜牧兽医青年科技工作者学术研讨会会议论文集——T01畜舍环境与调控技术专题,20584,include
3123,第五届中国畜牧科技论坛论文集,20585,include
3057,农业工程学报,20586,include
3012,中国家禽,20587,include
3057,农业工程学报,20588,include
3064,中国畜牧兽医学会2009学术年会论文集（下册）,20589,include
3065,纪念中国农业工程学会成立30周年暨中国农业工程学会2009年学术年会（CSAE 2009）论文集,20590,include
3065,纪念中国农业工程学会成立30周年暨中国农业工程学会2009年学术年会（CSAE 2009）论文集,20591,include
3012,中国家禽,20592,include
3057,农业工程学报,20593,include
3012,中国家禽,20594,include
3124,食品科技,20595,include
3012,中国家禽,20596,include
3054,中国农业大学学报,20597,include
3066,2007年中国农业工程学会学术年会论文摘要集,20598,include
3066,2007年中国农业工程学会学术年会论文摘要集,20599,include
3125,动物学研究,20600,include
